idade,frequencia,nota_media,situacao_socioeconomica,distancia_escola,evasao
11,74,4.5,alta,9,0
13,63,7.8,alta,16,0
16,66,6.2,media,3,0
6,67,8.3,media,5,0
15,56,6.2,alta,10,0
9,70,6.0,baixa,17,0
6,78,8.0,media,1,0
13,76,4.6,baixa,10,0
6,98,5.1,media,5,0
8,53,6.5,baixa,16,0
9,61,4.1,media,3,1
13,71,5.2,baixa,7,0
11,89,7.4,media,2,0
15,83,8.4,media,19,0
17,75,6.2,baixa,19,0
12,77,6.7,baixa,10,0
13,68,6.1,media,13,0
7,80,4.5,baixa,19,0
15,63,9.6,baixa,14,0
16,72,6.9,baixa,15,0
13,66,4.7,baixa,16,1
8,72,9.3,baixa,10,1
12,66,6.8,media,18,0
8,57,7.1,baixa,6,1
12,87,8.6,alta,7,0
16,59,6.9,alta,17,0
17,79,7.0,baixa,7,0
7,56,4.4,baixa,10,0
15,51,6.9,baixa,16,0
11,96,5.5,baixa,7,0
8,71,6.3,baixa,5,0
8,54,7.5,baixa,15,0
14,52,4.4,media,13,0
12,58,4.5,baixa,13,0
10,54,6.4,baixa,18,0
17,69,7.9,media,16,0
15,78,8.2,media,4,1
12,55,9.7,baixa,13,1
14,53,4.2,baixa,1,1
6,85,5.5,media,12,0
12,70,9.2,alta,13,0
11,66,5.5,baixa,12,0
15,64,6.7,alta,2,0
17,76,7.8,baixa,15,0
14,88,9.7,baixa,2,0
6,68,9.4,baixa,4,0
9,92,7.7,baixa,16,1
14,52,8.1,media,17,0
9,77,9.3,alta,7,0
15,96,7.6,media,9,1
8,71,5.4,baixa,13,0
14,98,4.3,alta,16,0
7,55,7.5,alta,2,0
9,80,8.6,baixa,12,0
11,54,8.2,media,13,1
7,62,7.5,baixa,7,0
13,98,6.9,media,2,0
13,83,8.1,baixa,14,0
6,99,4.5,baixa,15,0
17,59,7.2,baixa,2,0
8,89,5.2,baixa,9,0
15,89,7.7,baixa,7,1
14,99,4.1,baixa,11,0
10,93,9.1,baixa,15,0
11,77,7.1,baixa,11,0
9,70,6.8,baixa,17,0
15,86,9.5,baixa,3,0
7,85,5.5,media,10,1
16,77,5.4,alta,13,1
13,62,4.1,baixa,12,0
16,85,4.4,media,3,0
11,50,5.0,media,14,0
10,92,6.7,baixa,9,0
14,58,8.7,baixa,18,0
6,98,4.9,baixa,1,0
10,69,5.2,baixa,19,0
11,92,6.6,alta,2,0
10,91,9.8,baixa,6,0
11,66,9.9,baixa,13,0
11,52,9.2,baixa,13,1
12,81,4.0,baixa,2,0
9,84,7.5,media,4,0
16,55,5.0,baixa,17,0
13,55,9.2,baixa,8,0
12,74,7.1,baixa,1,0
14,77,7.5,alta,1,0
12,88,6.4,media,7,0
8,50,5.2,baixa,6,0
8,89,8.4,media,2,1
13,65,7.1,media,3,0
10,69,9.4,baixa,5,0
9,73,5.5,baixa,15,0
13,64,5.1,alta,18,0
11,59,7.1,media,16,0
7,61,8.3,baixa,11,0
9,86,4.1,baixa,15,0
17,84,5.8,media,14,0
16,76,7.1,baixa,12,1
9,62,5.2,baixa,2,0
11,79,6.7,baixa,10,0
11,52,8.1,media,14,0
6,84,9.1,baixa,2,0
13,97,4.5,media,13,1
11,61,4.6,alta,9,0
8,99,9.9,baixa,19,0
14,78,9.7,alta,19,1
7,79,8.3,baixa,14,0
16,71,7.4,media,4,0
13,66,9.4,baixa,6,0
15,76,8.5,media,8,0
8,71,7.7,baixa,9,0
17,98,8.9,media,14,0
10,98,6.1,baixa,3,0
11,56,4.2,baixa,12,0
15,95,5.5,baixa,16,0
11,60,9.4,baixa,10,0
9,65,9.1,alta,6,1
8,85,5.9,media,16,0
9,71,8.1,alta,13,0
6,89,9.9,media,3,0
9,86,9.3,media,12,0
6,52,7.9,baixa,8,0
17,84,6.7,baixa,13,0
6,98,7.7,baixa,14,0
15,87,9.9,baixa,12,0
11,91,5.9,baixa,9,0
10,90,4.5,media,19,0
16,87,9.9,alta,15,0
9,73,6.2,baixa,1,1
16,83,6.7,baixa,15,0
8,84,5.9,baixa,14,0
6,60,6.0,media,8,0
11,64,5.5,alta,9,0
7,63,6.2,baixa,8,0
13,94,8.6,alta,14,0
15,66,6.5,baixa,4,0
10,70,8.1,baixa,14,1
12,77,7.9,baixa,8,1
15,92,7.9,baixa,11,0
17,87,8.7,alta,11,0
7,71,8.4,alta,12,0
13,83,6.6,baixa,13,0
7,50,5.6,media,16,1
9,72,7.2,baixa,1,1
6,81,6.1,media,3,0
10,53,5.8,media,1,0
14,90,6.6,baixa,1,0
6,92,7.0,baixa,6,0
14,55,5.3,baixa,9,0
16,65,8.7,baixa,13,0
13,59,4.9,baixa,11,0
11,84,8.8,alta,2,0
12,73,5.1,baixa,10,0
8,59,7.3,baixa,5,0
6,61,4.9,alta,19,0
10,82,8.4,baixa,8,1
17,76,8.1,alta,10,0
17,74,6.8,media,2,0
7,59,8.8,media,16,0
10,74,6.2,baixa,12,0
13,81,5.8,media,16,1
16,91,5.8,baixa,5,0
14,75,6.6,media,5,0
7,53,6.5,media,19,1
17,58,5.6,media,18,0
8,76,9.1,alta,13,1
8,58,9.3,alta,3,0
6,93,8.4,baixa,8,0
13,75,6.1,media,12,1
11,60,7.6,alta,17,0
17,87,5.1,baixa,12,0
13,81,7.2,media,5,0
16,79,4.7,alta,9,0
14,88,5.2,media,13,0
10,58,7.7,baixa,17,0
17,60,6.9,media,15,0
8,72,9.0,baixa,13,0
10,66,9.1,baixa,8,0
10,81,4.5,alta,9,0
10,60,4.5,baixa,17,0
8,71,9.5,media,18,0
16,99,7.1,alta,6,0
15,81,4.0,media,4,0
9,58,8.8,media,8,0
14,66,8.7,baixa,8,0
15,74,6.8,media,13,0
14,65,9.5,media,17,0
7,95,7.4,media,13,0
13,82,6.6,baixa,7,0
13,51,6.6,media,18,0
12,92,7.2,baixa,4,0
13,88,5.2,baixa,2,0
8,91,5.7,baixa,2,0
11,61,6.2,baixa,8,0
6,92,4.9,media,16,1
12,83,4.9,baixa,1,0
6,74,4.5,baixa,16,0
14,63,9.5,alta,4,0
6,58,9.4,alta,17,0
6,79,9.5,baixa,7,1
12,61,9.6,alta,15,1
7,59,5.5,baixa,19,0
10,73,8.6,alta,3,1
13,83,6.9,baixa,3,0
13,61,4.0,baixa,5,0
8,75,9.0,alta,17,0
12,81,8.2,baixa,3,0
8,84,8.2,alta,15,0
11,62,8.5,baixa,16,0
11,68,5.7,media,10,0
8,62,7.1,baixa,4,0
12,71,6.3,baixa,15,1
8,97,8.0,baixa,12,1
13,72,7.4,baixa,10,0
15,50,4.7,alta,13,0
9,57,6.0,baixa,17,0
6,94,6.6,alta,3,1
9,88,6.4,baixa,14,0
12,83,7.3,alta,4,0
16,62,4.2,alta,16,0
9,93,6.8,baixa,6,0
11,98,4.9,baixa,6,0
14,90,4.7,baixa,19,0
6,59,5.2,media,7,0
10,52,9.5,baixa,18,0
16,77,4.1,baixa,11,1
12,76,9.4,media,7,0
6,70,7.4,baixa,15,1
9,60,9.1,media,13,0
11,73,8.1,baixa,10,0
7,61,4.7,baixa,18,0
15,56,6.6,alta,12,0
10,91,9.5,baixa,4,0
16,81,9.4,baixa,5,0
15,59,9.3,alta,12,0
6,77,8.0,media,10,0
11,75,5.6,alta,13,0
11,78,9.3,media,19,0
9,76,9.8,alta,15,0
13,59,4.9,media,8,0
9,53,6.4,baixa,14,0
13,91,4.9,baixa,1,0
13,71,9.8,baixa,10,0
10,59,5.0,alta,1,0
9,53,7.3,baixa,13,0
17,56,8.9,alta,18,0
7,99,5.3,baixa,14,0
16,72,6.3,baixa,18,0
8,52,5.2,baixa,17,1
8,73,9.0,baixa,19,0
9,96,5.3,baixa,7,0
9,86,6.8,alta,4,0
15,79,8.3,media,5,0
16,90,9.7,media,5,1
16,61,6.0,media,5,0
10,70,4.3,baixa,3,0
9,97,8.5,media,13,1
16,92,9.0,baixa,10,0
15,66,8.4,media,17,1
13,52,6.9,baixa,16,0
11,64,5.4,baixa,6,0
11,85,6.5,baixa,17,0
13,81,4.9,alta,17,0
12,58,7.7,media,12,0
15,89,4.3,media,8,0
16,99,4.9,alta,7,0
17,71,7.6,alta,18,0
15,85,7.9,alta,15,0
13,81,6.8,baixa,4,1
7,54,5.1,media,7,0
14,90,5.7,baixa,15,0
6,97,5.6,baixa,5,0
13,53,5.8,media,7,0
17,97,4.4,media,12,0
16,54,4.0,baixa,6,0
17,56,4.0,media,7,0
17,60,5.2,baixa,15,0
9,88,5.3,media,13,0
9,55,6.4,baixa,16,0
10,78,7.2,baixa,3,1
13,66,9.7,baixa,5,1
10,77,5.2,baixa,13,0
13,87,8.5,alta,13,0
15,68,4.6,alta,18,0
6,98,8.4,baixa,2,0
17,93,6.6,baixa,11,0
15,61,7.9,media,1,0
14,94,9.4,alta,11,0
11,87,8.3,media,6,0
8,68,8.0,media,7,0
13,82,9.1,baixa,13,0
14,94,6.4,media,7,0
11,54,6.5,media,7,0
16,50,6.8,baixa,19,0
12,84,8.7,baixa,7,0
6,84,9.3,alta,16,0
10,96,6.8,baixa,11,0
10,96,7.9,media,4,0
15,80,8.6,alta,12,1
9,85,6.9,baixa,8,0
11,89,6.7,baixa,12,0
12,84,7.9,alta,7,0
14,89,4.2,baixa,19,0
6,61,8.6,baixa,19,0
11,67,5.0,baixa,5,0
12,77,5.9,baixa,17,1
8,62,5.3,alta,11,0
13,79,5.9,media,7,0
10,89,9.4,baixa,1,0
14,66,9.9,media,17,0
10,58,4.2,baixa,7,0
14,88,4.8,alta,17,0
15,71,6.4,media,4,0
9,64,4.2,alta,9,0
14,78,6.8,alta,4,0
10,65,5.9,alta,14,0
15,69,7.1,baixa,5,0
14,74,4.9,media,12,0
8,89,6.6,baixa,6,0
9,73,8.5,baixa,13,0
14,65,6.3,alta,11,0
15,65,9.2,baixa,19,0
16,74,5.1,baixa,6,0
11,95,6.3,baixa,15,1
7,97,4.3,baixa,14,0
12,50,4.4,baixa,11,0
7,99,7.4,baixa,14,0
16,99,8.5,alta,18,0
7,82,9.5,media,2,1
16,98,6.1,baixa,11,1
6,56,8.5,alta,5,0
16,87,4.2,media,8,1
16,94,5.2,baixa,7,0
17,77,6.7,baixa,15,0
16,88,8.8,baixa,5,0
8,77,6.0,baixa,10,0
11,81,9.5,media,2,0
13,73,8.2,media,4,0
14,57,7.0,baixa,7,0
12,93,7.4,media,2,1
9,81,7.4,media,15,0
11,77,7.7,media,14,0
10,97,8.7,baixa,19,0
13,52,8.6,baixa,6,0
6,56,6.8,alta,14,0
6,55,6.8,media,13,0
16,78,7.3,baixa,15,0
11,94,5.1,baixa,17,0
15,63,7.6,media,15,0
17,94,8.9,baixa,14,0
7,89,6.2,media,18,0
10,68,6.4,baixa,17,0
6,95,7.6,baixa,18,0
12,74,6.6,media,7,0
6,86,5.1,baixa,5,0
9,67,4.7,media,3,0
14,53,7.6,alta,2,0
6,50,6.4,alta,5,0
9,82,8.7,baixa,14,0
11,77,8.4,media,15,0
11,90,9.5,alta,18,0
17,68,7.3,baixa,14,0
13,82,4.9,baixa,16,0
6,64,5.6,media,17,0
12,94,9.6,baixa,7,0
6,72,5.8,alta,3,0
12,78,6.9,media,2,0
8,88,6.5,baixa,7,0
16,63,9.4,media,4,0
13,79,8.6,alta,11,0
8,51,4.2,media,5,0
6,62,6.8,baixa,14,0
13,89,7.0,baixa,4,0
8,77,4.4,media,19,0
7,80,6.1,baixa,13,0
6,61,6.5,media,4,0
8,62,9.1,media,9,0
7,52,9.8,baixa,1,0
7,78,6.0,baixa,10,0
11,79,7.2,media,12,0
17,61,9.6,media,5,0
6,70,6.8,alta,16,1
7,51,5.9,baixa,1,0
11,99,4.7,alta,5,0
8,65,7.6,media,7,0
9,81,7.8,alta,5,0
6,77,6.8,alta,12,0
13,58,8.2,alta,14,0
12,66,7.0,alta,3,0
12,99,8.4,media,18,0
8,68,4.8,alta,19,1
15,56,4.5,baixa,19,1
15,85,8.6,media,6,0
8,89,8.9,alta,8,0
7,50,5.3,baixa,8,0
17,91,4.4,baixa,2,0
6,85,4.4,baixa,10,0
12,98,5.4,media,15,0
12,88,7.3,media,2,0
17,50,7.7,baixa,8,0
7,97,9.1,baixa,1,0
12,73,9.1,baixa,19,1
13,59,9.1,baixa,6,0
6,60,5.5,baixa,7,0
14,87,7.3,media,8,0
12,71,7.7,alta,6,1
8,80,6.8,media,15,0
13,50,4.2,baixa,5,0
12,90,6.2,baixa,15,0
16,60,4.8,media,3,0
13,55,4.1,baixa,13,1
11,94,4.7,baixa,17,1
14,66,8.6,baixa,17,0
10,63,8.1,media,17,0
8,81,7.1,media,11,0
8,69,9.0,baixa,1,0
6,53,6.5,baixa,11,0
17,88,5.8,alta,7,0
13,96,6.5,baixa,18,0
7,71,4.9,alta,4,0
8,78,7.9,baixa,3,0
13,91,6.9,media,15,0
13,86,9.8,baixa,6,0
16,62,7.9,alta,6,0
9,64,8.0,baixa,11,0
9,84,8.1,baixa,2,0
10,74,4.8,media,4,0
11,52,9.5,baixa,19,0
10,61,6.4,baixa,8,0
12,63,5.5,baixa,7,0
7,89,4.2,baixa,10,0
12,81,8.3,baixa,11,0
15,99,7.8,baixa,16,0
12,53,6.2,alta,2,0
6,78,6.1,baixa,11,0
12,80,7.5,alta,15,0
10,81,4.5,alta,15,0
8,73,9.7,baixa,1,0
8,60,5.5,baixa,5,0
9,79,5.9,baixa,15,0
17,98,6.1,baixa,16,0
7,68,9.0,media,19,0
7,85,4.3,media,1,1
6,55,6.8,baixa,10,0
10,51,8.8,baixa,7,0
9,88,9.1,media,7,1
16,68,7.6,baixa,8,0
15,95,6.2,baixa,10,0
7,97,7.9,media,16,0
8,89,5.6,alta,4,0
12,67,4.9,alta,9,0
12,90,5.4,baixa,4,0
17,85,8.3,baixa,6,0
9,95,9.0,alta,6,0
10,99,5.7,baixa,4,0
10,69,9.1,alta,8,0
11,86,7.9,baixa,3,1
14,50,6.1,media,12,0
7,72,9.9,baixa,17,0
10,87,4.9,media,13,0
17,69,8.8,baixa,19,0
8,53,7.9,baixa,15,0
9,98,9.8,alta,3,0
15,87,9.0,baixa,14,1
11,54,6.7,media,12,0
17,55,9.0,media,14,0
13,75,4.0,media,7,0
6,50,4.3,baixa,3,0
15,99,7.0,media,16,0
13,64,8.0,alta,4,0
16,65,4.3,baixa,8,0
12,72,8.6,media,3,0
6,90,8.4,media,18,0
7,71,4.7,media,16,0
8,54,6.8,baixa,9,0
6,92,6.4,baixa,11,0
14,54,7.0,baixa,18,0
13,55,4.5,baixa,10,0
7,51,5.4,baixa,7,0
14,59,10.0,baixa,13,0
12,85,7.7,baixa,19,0
14,95,7.9,media,4,0
11,84,7.6,baixa,3,0
11,94,8.4,alta,17,0
16,72,8.7,media,11,1
9,96,4.1,media,5,0
15,65,6.5,media,14,0
15,86,9.8,media,5,0
7,91,7.9,baixa,6,0
12,84,9.3,media,12,1
10,97,6.3,baixa,4,0
16,89,4.7,media,3,0
11,65,5.0,media,19,0
7,54,6.0,baixa,8,0
10,60,9.7,baixa,15,0
15,78,9.8,baixa,12,0
9,97,9.2,media,14,0
14,95,7.4,baixa,11,0
11,60,7.4,media,6,0
7,95,9.0,media,3,1
6,65,4.3,baixa,1,0
10,74,6.5,alta,7,1
14,99,7.8,media,18,0
11,52,4.6,media,11,0
15,52,4.5,baixa,6,0
17,50,5.4,media,8,0
12,61,7.5,baixa,2,0
10,56,9.0,media,11,1
15,92,7.6,baixa,9,0
11,94,8.0,media,2,0
10,95,5.9,baixa,10,0
16,81,6.4,baixa,5,0
14,71,8.7,baixa,1,0
11,61,8.7,media,7,0
16,55,9.9,baixa,13,0
13,87,4.0,media,5,0
7,88,8.3,media,8,0
17,87,9.8,media,5,0
14,90,9.5,alta,3,0
10,70,6.2,alta,15,0
12,77,6.8,media,2,0
15,81,6.9,alta,19,0
6,76,7.7,media,3,1
15,98,6.3,baixa,18,0
10,98,4.8,media,4,0
17,64,9.0,baixa,4,0
15,82,7.4,alta,4,0
7,81,9.7,baixa,12,0
17,95,5.6,alta,14,0
11,83,7.5,baixa,7,0
16,56,4.6,baixa,18,0
6,62,5.3,alta,11,0
8,88,8.3,media,2,0
10,99,7.6,alta,5,0
9,55,9.9,media,10,0
8,58,6.1,baixa,11,1
15,91,7.2,baixa,14,0
10,53,10.0,alta,4,0
16,79,4.2,baixa,16,0
13,77,7.6,baixa,15,0
16,70,9.9,alta,2,0
9,61,5.7,media,14,0
6,62,4.0,baixa,13,0
16,99,5.4,baixa,1,0
12,62,6.9,baixa,5,0
13,76,4.8,alta,16,0
8,77,7.3,alta,4,0
11,67,8.5,media,9,1
7,86,4.9,media,11,0
12,65,6.3,media,8,0
13,70,6.8,media,9,0
11,59,7.9,media,1,0
11,63,7.9,baixa,14,0
10,77,7.2,baixa,8,0
13,78,4.2,media,13,0
6,96,7.0,baixa,19,1
15,60,4.2,baixa,11,0
9,79,9.1,media,8,0
9,89,8.4,media,10,0
8,76,6.7,baixa,16,0
8,98,7.4,baixa,8,1
9,52,6.4,media,8,0
16,50,8.5,media,6,1
6,81,9.7,baixa,2,0
16,88,8.5,media,18,0
16,70,6.7,baixa,7,0
7,51,4.8,baixa,18,0
14,59,5.7,baixa,15,0
15,80,7.4,baixa,16,0
7,67,4.2,baixa,17,0
10,56,7.7,baixa,15,0
14,54,5.8,alta,8,0
14,78,5.2,baixa,19,0
13,53,7.4,media,15,0
6,95,6.9,media,12,0
6,52,6.5,media,11,0
14,62,5.7,baixa,3,1
16,52,6.2,baixa,8,0
13,57,5.4,media,9,0
15,99,9.8,baixa,13,0
14,53,8.4,baixa,18,0
12,91,5.7,baixa,19,0
8,84,7.5,baixa,6,0
8,61,5.5,baixa,18,0
7,73,4.3,media,6,0
10,87,6.0,baixa,17,0
17,68,4.8,baixa,3,0
17,85,8.5,alta,13,0
8,84,9.6,media,2,0
11,67,5.7,alta,10,0
7,89,9.5,baixa,16,0
17,83,8.7,baixa,5,0
8,74,8.4,media,18,0
10,56,4.4,alta,8,0
17,60,6.0,baixa,8,0
16,87,7.6,media,2,0
16,68,9.3,media,5,0
6,84,5.9,baixa,9,0
6,94,7.0,media,13,0
15,69,7.8,baixa,13,0
14,76,5.0,baixa,19,0
12,80,6.8,media,2,0
6,74,7.8,alta,10,0
17,51,4.7,baixa,11,1
13,78,5.2,baixa,1,0
8,86,4.6,baixa,10,0
13,80,7.7,baixa,15,0
10,96,9.1,baixa,10,1
6,91,6.5,baixa,5,0
12,55,7.4,media,14,0
10,95,9.7,alta,17,0
11,70,9.8,baixa,7,0
11,82,7.5,alta,18,0
13,58,7.7,media,11,0
14,59,7.2,alta,2,0
7,71,6.0,baixa,6,0
14,80,5.1,baixa,11,0
17,60,6.5,baixa,3,0
16,68,9.8,media,16,0
15,90,6.9,baixa,18,1
14,61,6.2,baixa,11,0
15,87,7.9,baixa,9,0
15,65,7.6,media,3,0
12,62,6.8,baixa,8,0
6,87,7.6,baixa,13,0
12,62,8.1,baixa,2,1
15,64,8.7,media,11,0
10,67,6.0,media,13,0
11,65,4.4,media,7,0
15,90,9.7,baixa,4,0
12,99,5.8,baixa,4,0
10,91,7.3,media,9,0
12,93,7.5,baixa,3,0
14,54,4.6,alta,7,1
8,76,8.3,baixa,8,0
13,51,5.0,baixa,5,0
7,90,8.5,baixa,8,0
16,99,5.1,media,16,0
12,76,5.9,media,18,0
7,50,6.0,media,11,0
9,63,9.2,alta,3,0
12,84,5.0,baixa,11,0
8,72,7.9,baixa,6,0
7,92,6.5,baixa,18,0
16,71,5.6,baixa,13,0
15,76,4.3,media,7,0
12,99,8.6,media,8,0
6,74,5.1,media,6,0
13,83,9.9,baixa,3,0
8,98,6.7,baixa,4,0
17,76,4.9,baixa,11,0
17,84,4.4,alta,2,0
7,70,7.4,baixa,1,0
8,88,6.2,media,8,0
10,52,7.4,baixa,10,0
16,74,9.0,alta,17,0
13,96,8.3,baixa,10,0
15,53,9.0,alta,10,0
12,64,5.1,baixa,2,0
12,52,7.3,media,10,0
17,60,9.4,baixa,18,0
12,77,4.1,media,7,0
13,52,6.4,baixa,16,0
6,67,4.8,alta,16,0
9,95,8.8,baixa,18,1
11,58,4.9,baixa,8,0
14,64,9.1,media,13,0
7,89,8.7,alta,9,0
6,57,8.5,baixa,17,0
15,89,7.6,media,15,1
17,63,8.3,media,10,0
7,87,7.6,alta,7,0
12,62,5.0,alta,8,0
8,88,5.9,baixa,15,0
15,96,6.0,media,9,1
7,59,6.5,baixa,2,0
16,93,7.6,baixa,1,0
12,79,4.9,baixa,11,0
7,54,9.7,alta,15,0
8,71,4.5,baixa,12,0
16,84,7.1,baixa,4,0
12,54,4.2,alta,2,1
9,61,5.7,baixa,13,0
6,84,7.3,media,13,0
10,70,7.9,baixa,5,0
17,75,6.7,baixa,1,1
14,50,7.8,alta,6,0
13,98,7.2,media,17,0
17,59,5.3,baixa,1,0
14,87,6.0,baixa,14,0
15,73,4.1,baixa,5,0
14,80,4.1,media,18,0
12,94,6.4,alta,3,0
9,96,6.7,alta,17,0
10,72,9.0,baixa,9,0
6,70,4.2,media,10,1
6,51,4.9,media,11,0
8,80,6.7,baixa,16,1
13,51,5.2,alta,2,0
7,79,8.9,alta,19,0
9,74,8.3,baixa,7,0
7,98,9.8,media,5,0
10,68,5.2,media,9,0
14,50,6.1,baixa,16,0
6,86,6.0,alta,3,0
10,77,6.7,baixa,15,0
14,69,4.7,baixa,16,0
6,97,8.5,baixa,2,0
14,54,4.2,baixa,10,0
13,79,8.0,baixa,1,0
9,72,7.1,baixa,2,0
17,91,9.1,media,7,0
16,76,5.8,baixa,4,0
15,91,6.2,baixa,1,0
10,50,5.7,media,4,0
10,58,5.5,baixa,16,0
16,99,7.1,alta,2,0
17,56,6.2,media,7,1
11,75,7.8,baixa,5,0
12,65,9.1,baixa,6,0
13,55,6.5,baixa,15,0
13,91,5.7,media,12,0
16,86,6.9,baixa,8,0
7,94,8.4,media,16,0
14,61,7.9,baixa,15,0
12,73,4.7,baixa,15,0
9,66,5.2,baixa,19,1
9,51,6.0,media,16,0
16,80,7.6,media,10,0
13,86,8.2,baixa,15,0
9,91,8.3,media,6,0
11,78,9.9,baixa,7,0
10,50,4.4,media,14,0
8,93,6.2,baixa,18,0
15,63,5.6,media,10,0
16,89,4.1,baixa,18,0
7,98,10.0,baixa,16,0
14,60,6.7,baixa,16,0
15,81,6.6,baixa,14,0
14,69,7.2,baixa,2,1
6,51,8.4,alta,13,0
15,80,9.5,baixa,7,0
8,54,8.0,baixa,5,0
13,81,9.1,alta,13,0
11,99,4.2,baixa,8,1
10,58,5.2,media,18,0
10,90,6.9,baixa,12,0
11,59,9.1,baixa,14,0
12,85,7.0,baixa,1,0
6,98,6.5,baixa,3,0
14,75,6.5,baixa,14,0
8,93,4.0,alta,17,0
9,52,5.3,media,16,0
15,85,4.0,media,5,0
6,72,9.0,alta,10,0
16,79,8.7,media,2,0
15,88,4.3,media,5,0
8,72,4.2,baixa,6,0
7,72,7.6,alta,6,0
7,92,8.4,baixa,14,0
6,85,4.4,media,1,0
13,74,4.2,media,13,0
8,69,4.7,baixa,6,0
8,87,9.1,alta,8,0
11,82,6.3,media,18,1
13,82,5.6,alta,15,0
14,87,5.2,baixa,16,0
14,50,8.0,media,17,0
9,96,9.3,media,11,0
10,82,9.0,alta,10,0
7,87,4.5,media,10,0
16,73,5.3,media,18,0
14,58,8.2,baixa,12,0
13,80,8.8,baixa,3,0
8,87,5.5,media,9,1
16,98,6.1,alta,4,0
17,77,9.8,baixa,6,0
14,72,7.5,baixa,11,0
8,79,9.4,baixa,10,0
14,67,6.4,alta,15,0
7,75,5.3,baixa,3,0
17,82,9.3,media,9,0
15,65,4.1,media,8,0
14,78,8.9,media,8,0
13,65,7.9,baixa,2,0
14,82,6.3,baixa,17,0
10,88,6.7,baixa,12,0
16,95,8.4,baixa,8,0
16,96,8.0,alta,4,0
7,87,6.9,baixa,2,0
13,72,7.6,baixa,13,0
17,75,4.2,baixa,7,0
11,98,5.8,media,2,0
13,66,4.5,baixa,8,0
16,87,8.4,baixa,17,0
10,94,6.0,media,4,0
15,73,4.2,baixa,16,0
7,92,8.0,alta,11,0
11,68,8.2,baixa,12,0
10,91,5.8,alta,19,0
17,76,4.2,alta,4,0
17,51,7.3,baixa,14,0
10,57,7.6,baixa,16,0
6,64,9.6,alta,17,0
7,90,9.8,baixa,13,0
13,62,4.8,baixa,5,0
8,76,7.3,baixa,3,0
15,71,6.5,alta,7,0
8,96,9.1,baixa,4,0
13,96,9.0,alta,6,0
13,50,7.5,alta,19,0
7,54,4.8,baixa,1,0
13,78,6.5,baixa,9,0
16,64,4.4,alta,18,0
6,79,4.1,baixa,5,0
11,95,9.0,media,7,1
13,55,9.4,baixa,10,0
8,55,8.6,baixa,10,0
13,72,7.8,media,9,0
17,54,5.0,alta,14,0
6,71,6.8,media,1,0
16,90,6.1,media,4,1
16,69,6.8,media,2,0
14,69,7.0,baixa,17,0
16,88,4.4,media,3,0
14,79,7.1,alta,2,1
10,97,9.2,alta,10,0
15,66,9.3,media,6,0
9,72,5.7,baixa,12,0
16,89,8.7,alta,1,0
11,99,6.5,baixa,16,1
17,62,9.6,media,2,0
12,95,4.2,alta,9,0
10,85,8.4,alta,3,0
16,91,9.1,alta,14,0
15,59,7.4,baixa,11,1
14,87,6.5,alta,7,1
8,88,5.4,alta,19,0
12,88,4.2,baixa,13,0
15,53,9.4,baixa,4,0
15,68,4.6,media,3,0
16,90,9.5,baixa,19,1
10,77,7.5,baixa,18,1
12,76,7.1,media,15,0
7,72,8.5,baixa,16,0
9,68,6.9,alta,14,0
7,65,6.3,baixa,18,0
17,84,10.0,baixa,9,0
12,54,8.9,baixa,10,0
7,73,8.1,media,1,0
16,54,9.9,media,2,0
6,78,4.4,baixa,6,0
14,55,8.0,baixa,16,0
6,90,5.2,media,12,0
13,90,8.1,baixa,15,0
7,93,5.0,media,5,0
17,97,8.1,baixa,15,0
13,97,4.9,media,15,0
8,86,9.3,baixa,1,0
11,78,9.5,media,12,0
8,82,6.7,media,6,0
12,76,4.9,baixa,2,0
15,84,7.0,baixa,5,0
14,87,4.6,baixa,18,0
7,89,6.9,media,6,0
17,97,6.7,baixa,13,0
17,55,5.4,media,9,0
10,95,8.0,baixa,17,0
11,59,4.0,baixa,5,0
9,85,8.9,media,1,0
9,93,5.0,alta,10,0
9,56,5.0,baixa,18,1
7,56,7.9,alta,17,0
9,78,8.4,baixa,12,0
16,65,6.9,baixa,11,0
6,50,7.3,media,4,0
17,97,4.4,baixa,15,0
11,84,8.2,baixa,13,0
6,96,7.8,baixa,14,0
15,78,4.9,media,12,0
11,87,4.5,baixa,4,0
6,62,5.6,baixa,4,0
11,89,4.4,media,3,0
15,61,5.7,media,11,0
13,72,7.1,media,10,0
16,95,7.4,alta,8,0
7,65,9.6,baixa,13,0
7,63,6.2,baixa,1,1
17,65,4.0,alta,11,0
9,55,4.1,baixa,18,0
16,85,6.9,alta,8,0
8,73,5.7,baixa,17,0
9,76,5.0,alta,7,0
17,74,7.5,baixa,17,0
12,89,4.6,media,11,0
16,85,7.7,alta,7,0
6,78,9.4,baixa,9,1
11,80,4.5,alta,4,0
8,52,9.8,alta,5,0
16,62,7.4,baixa,12,0
15,53,5.3,media,15,0
12,60,6.4,baixa,4,0
15,97,6.8,baixa,4,0
7,64,4.5,media,16,0
7,51,8.2,baixa,17,0
9,64,9.4,media,4,0
6,55,9.2,media,6,0
8,96,6.6,alta,18,0
14,62,4.1,baixa,13,1
12,84,9.9,baixa,1,0
12,93,4.5,baixa,3,0
16,93,8.6,baixa,12,0
9,98,5.9,baixa,14,0
7,89,9.3,baixa,10,1
9,62,9.4,media,1,0
11,61,6.3,media,1,0
16,65,6.1,alta,5,0
